,address,code,name,state,zone,coordinates
2014,"Purulia, West Bengal",ANR,ANARA,West Bengal,SER,"[86.559763, 23.481082]"
2015,"Jhunjhunu, Rajasthan",BWPL,Balwant Pura Chelasi,Rajasthan,NWR,"[75.44328689999999, 27.9104715]"
2016,,CATD,Chataud,,SECR,"[81.73716, 21.015051]"
2017,"Chiraidongri, Madhya Pradesh",CID,Chiraidongri,Madhya Pradesh,SECR,"[80.287402, 22.411417999999998]"
2018,,KGFR,KATHGHAR RIGHT BANK,,,"[78.8082265295, 28.832108335]"
2019,,KGFE,KATHGHAR EAST,,,"[78.8095, 28.832685]"
2020,"Kishanganj, Bihar",BHGJ,Bihariganj,Bihar,ECR,"[86.992655, 25.732598999999997]"
2021,"SH 115, Gujarat",HTGR,HATHIGADH,Gujarat,WR,"[71.444628, 21.620099999999997]"
2022,"National Highway 44, Assam",CHBN,Chandkhira Bagn,Assam,NFR,"[92.287381, 24.515852]"
2023,"Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street), Tamil Nadu",MKY,MEKKUDI,Tamil Nadu,SR,"[78.628737, 10.87109]"
2024,,MIL,MILAK,,,"[79.16411699999999, 28.612475]"
2025,,NRS,NAGARIA SADAT,,,"[79.205555, 28.550179]"
2026,"Barwala, Haryana",BXC,Barwala,Haryana,NR,"[75.88703100000001, 29.367534]"
2027,,BLM,BALAMU JN,,,"[80.352497, 27.167362999999998]"
2028,,UTA,UMAR TALI,,,"[80.473465, 27.086986]"
2029,"Amet, Rajasthan",CBG,Charbhuja Road,Rajasthan,NWR,"[73.946241, 25.352227999999997]"
2030,"Honavar, Karnataka",HNA,HONNAVAR,Karnataka,KR,"[74.433196, 14.316931]"
2031,"Udupi, Karnataka",SEN,SENAPURA,Karnataka,KR,"[74.6840119482, 13.717680182199999]"
2032,"National Highway 44, Assam",CGX,Chargola,Assam,NFR,"[92.416794, 24.845883999999998]"
2033,,TMP,TAMARAIPADI,,,"[78.0445917407, 10.4023417558]"
2034,,VDM,VADAMADURA,,,"[78.1021599634, 10.4363355768]"
2035,,AYR,AYYALUR,,,"[78.157049, 10.483391]"
2036,,KFC,KALPATTICHATRAM,,,"[78.2343675623, 10.518065672899999]"
2037,,VPJ,VALYAMPATTI,,,"[78.3098143988, 10.544055019]"
2038,,CII,CHETTIYAPATTI,,,"[78.3662318384, 10.575644554]"
2039,"Thane, Maharashtra",BYR,BHAYANDAR,Maharashtra,WR,"[72.85303900000001, 19.311766]"
2040,"Mahesana, Gujarat",BHU,BHANDU MOTIDAU,Gujarat,WR,"[72.38933899999999, 23.709061000000002]"
2041,"Canning, West Bengal",CG,Canning,West Bengal,ER,"[88.667458, 22.313264]"
2042,,CGLA,Changotola,,?,"[80.11878948120001, 22.2299461588]"
2043,"Pathankot, Punjab",CHKB,CHAKKI BANK,Punjab,NR,"[75.636651, 32.259653]"
2044,,JAR,Junair Halt,,,"[85.2506963452, 25.273607371900003]"
2045,"Chandausi, Uttar Pradesh",CH,CHANDAUSI JN,Uttar Pradesh,NR,"[78.780268, 28.458626000000002]"
2046,"NH 8, Gujarat",DGI,DUNGRI,Gujarat,WR,"[72.949119, 20.687336000000002]"
2047,,BIS,BISWA BRIDGE,,,"[76.33919345, 20.885157149999998]"
2048,,YAD,YEULKHED,,,"[77.07497000000001, 20.724559000000003]"
2049,,KKT,Kath Kuiyan,,,"[84.0478709076, 26.8568018382]"
2050,,BGN,BORGAON,,,"[77.1796502, 20.7290593]"
2051,"Kapurthala, Punjab",DDY,DUDWINDI,Punjab,NR,"[75.258143, 31.237553]"
2052,,KTP,KATEPURNA,,,"[77.25938099999999, 20.723777]"
2053,,SUM,SUMMIT,,,"[74.3431299774, 20.2117506011]"
2054,,LS,LASALGAON,,,"[74.22597599999999, 20.154847999999998]"
2055,"Dehradun, Uttarakhand",DDN,DEHRADUN,Uttarakhand,NR,"[78.0336011, 30.3140377]"
2056,,MZR,MURTAJAPUR,,,"[77.35482499999999, 20.736468000000002]"
2057,"Kota, Rajasthan",CDSL,CHANDRESAL,Rajasthan,WCR,"[75.943986, 25.212948]"
2058,"Darua, Chandigarh",CDG,CHANDIGARH,Chandigarh,NR,"[76.82208, 30.7019773]"
2059,,MANA,MANA,,,"[77.469063, 20.761491]"
2060,,MNDA,MANDURA,,,"[77.52258400000001, 20.78015]"
2061,"Captainganj, Uttar Pradesh",CPJ,KAPTANGANJ JN,Uttar Pradesh,NER,"[83.69990700000001, 26.926388]"
2062,"Bagaha, Bihar",AWS,ASWANI HALT,Bihar,ECR,"[84.051843, 27.15958]"
2063,,KUM,KURAM,,,"[77.58733000000001, 20.808396000000002]"
2064,,TKI,TAKLI,,,"[77.65695, 20.833253]"
2065,,KKJ,KAKORI,,,"[80.79835, 26.885454000000003]"
2066,,LNWT,LUCKNOW WEST (ALH),,,"[80.909614, 26.829443]"
2067,"Vaishali, Bihar",DES,DESARI,Bihar,ECR,"[85.4087656586, 25.6683593565]"
2068,,NR,NIPHAD,,,"[74.079481, 20.096584]"
2069,,BD,BADNERA JN,,,"[77.73231969999999, 20.8567925]"
2070,"Udupi, Karnataka",BKJ,BARKUR,Karnataka,KR,"[74.75968040000001, 13.477458799999999]"
2071,"Pallikere, Kerala",BFR,BEKAL FORT,Kerala,SR,"[75.04278599999999, 12.385524]"
2072,"National Highway 16, Chhattisgarh",DMK,Dilmili,Chhattisgarh,ECoR,"[81.737851, 18.987443]"
2073,"Deoghar, Jharkhand",DGHR,Deoghar,Jharkhand,ER,"[86.69712126, 24.51178242]"
2074,"Hassan - Alur Rd, Karnataka",ALUR,Alur Halt,Karnataka,SWR,"[75.99049337, 12.98251226]"
2075,,TMT,TIMTALA,,,"[77.79476000000001, 20.812496]"
2076,,MLR,MALKHED,,,"[77.862831, 20.821793]"
2077,,CND,CHANDUR,,,"[77.9821558, 20.8045192]"
2078,,DIP,DIPORE,,,"[78.040981, 20.79317]"
2079,,DMN,DHAMANGAON,,,"[78.138054, 20.784674000000003]"
2080,,TLN,TALNI,,,"[78.230026, 20.754248]"
2081,,PLO,PULGAON JN,,,"[78.318111, 20.726734]"
2082,,KAOT,KAOTHA,,,"[78.376203, 20.737041]"
2083,,DAE,DAHEGAON,,,"[78.463093, 20.729315]"
2084,,WR,WARDHA JN,,,"[78.594157, 20.732777]"
2085,,SEGM,SEVAGRAM,,,"[78.619225, 20.739076]"
2086,,VADR,WARUD,,,"[78.65067138549999, 20.7471655405]"
2087,,TGP,TULJAPUR,,,"[78.808237, 20.800701]"
2088,,BOK,BORKHEDI,,,"[78.97444766000001, 20.860176040000002]"
2089,,BTBR,BUTI BORI,,,"[79.01362896, 20.91847276]"
2090,"Jaitu, Punjab",CBX,CHAND BHAN,Punjab,NR,"[74.88002100000001, 30.445148]"
2091,,GMG,GUMGAON,,,"[79.030314, 20.993595999999997]"
2092,"State Highway 34, Karnataka",DEV,DEVARAYI,Karnataka,SWR,"[74.57136412999999, 15.44947863]"
2093,,KRI,KHAPTI,,,"[79.048839, 21.049338]"
2094,,AJNI,AJNI,,,"[79.0825197485, 21.1268588122]"
2095,,KP,KAMPTEE,,,"[79.197947, 21.21172]"
2096,,CGA,CHENGEL,,,"[88.13891000000001, 22.486845]"
2097,"State Highway 251, Maharashtra",DGBZ,Dongri Buzurg,Maharashtra,SECR,"[79.676645, 21.573844]"
2098,,BVA,BAURIA JN,,,"[88.1635216052, 22.5035911202]"
2099,,NALR,NALPUR,,,"[88.185699, 22.529208]"
2100,"Bharatpur, Rajasthan",DEEG,Deeg,Rajasthan,NCR,"[77.32451142, 27.48655053]"
2101,,ABB,ABADA,,,"[88.19939199999999, 22.547877]"
2102,,SEL,SANKRALL,,,"[88.2090743463, 22.5613094942]"
2103,,ADL,ANDUL,,,"[88.239643, 22.575169]"
2104,,SRC,SANTRAGACHI JN,,,"[88.284011, 22.58393]"
2105,,RMJ,RAMRAJATALA,,,"[88.295438, 22.587778]"
2106,"Kolkata, West Bengal",DGNR,Durganagar,West Bengal,ER,"[88.419, 22.650758]"
2107,,MPA,MANAPARAI,,,"[78.4177652356, 10.6075620105]"
2108,"National Highway 39, Assam",BHGN,BHILGAON,Assam,NFR,"[93.926117, 26.354394000000003]"
2109,,SMDM,SAMUDRAM,,,"[78.493545, 10.652687]"
2110,,KLS,KOLATUR,,,"[78.547696, 10.700678]"
2111,"Chabua, Assam",CHB,CHABUA,Assam,NFR,"[95.1720581342, 27.481420709000002]"
2112,"State Highway 90, Uttar Pradesh",DEO,DEOKALI,Uttar Pradesh,NER,"[80.705156, 27.977317000000003]"
2113,"Chhan Arorian, Jammu and Kashmir",CHNR,CHHAN ARORIAN,Jammu and Kashmir,NR,"[75.35904533, 32.46131096]"
2114,"Kathua, Jammu and Kashmir",BDHY,BUDHI,Jammu and Kashmir,NR,"[75.432931, 32.440429]"
2115,"National Highway 1A, Punjab",CKKN,CHAK KALAN,Punjab,NR,"[75.623498, 32.083103]"
2116,"National Highway 1A, Punjab",BNGL,BHANGALA,Punjab,NR,"[75.61231335209999, 32.0195148161]"
2117,"Chakdaha, West Bengal",CDH,Chakdaha,West Bengal,ER,"[88.529672, 23.078406]"
2118,"Adda Cholang, Punjab",CGH,CHOLANG,Punjab,NR,"[75.639894, 31.617259999999998]"
2119,"Mumbai, Maharashtra",DIC,DAHISAR,Maharashtra,WR,"[72.859587, 19.250166]"
2120,"Ghuman Kalan Rd, Punjab",CHN,Chhina,Punjab,NR,"[75.271993, 31.902255]"
2121,"Maliya, West Bengal",MLYA,Maliya,West Bengal,ER,"[88.136281, 22.831668]"
2122,"Sherpur Dhamua Rd, West Bengal",DMU,Dhamua,West Bengal,ER,"[88.392178, 22.290179]"
2123,"Derawan, Jharkhand",DON,DERAWAN HALT,Jharkhand,SER,"[76.104438, 23.230256999999998]"
2124,,BSP,BILASPUR JN,,,"[82.167585, 22.057473]"
2125,"Maharashtra., Maharashtra",DLB,DAULATABAD,Maharashtra,SCR,"[75.210494, 19.916367]"
2126,"Bihar, Bihar",DHT,DHAMARA GHAT,Bihar,ECR,"[86.599522, 25.590821]"
2127,"Jath Rd, Maharashtra",DLGN,DHALGAON,Maharashtra,CR,"[74.9887134, 17.120967200000003]"
2128,"Dhoki Town, Maharashtra",DKY,DHOKI,Maharashtra,CR,"[76.10298900000001, 18.353216]"
2129,,DLSR,DALHOGI ROAD,,?,"[75.75084299999999, 32.289064]"
2130,,DRBR,Deoraha Baba Road,,NER,"[83.87109099999999, 26.283979000000002]"
2131,"SH 67, Uttar Pradesh",DLR,DULLAHAPUR,Uttar Pradesh,NER,"[83.423264, 25.799898]"
2132,,DCAB,DCAB,,,"[81.477969, 21.226612]"
2133,"Diakkawn Rd, Assam",DKE,DIHAKHO,Assam,NFR,"[93.126587, 25.427907]"
2134,,CABN,BHILAI CABIN,,,"[81.499084, 21.236052]"
2135,,DNEA,DANEA,,ECR,"[85.658334, 23.799131]"
2136,"State Highway 36, Rajasthan",DPLN,Diplana,Rajasthan,NWR,"[74.88112287595868, 29.182572629698868]"
2137,,KMI,KUMHARI,,,"[81.516054, 21.243782]"
2138,,DOW,Davol,,WR,"[72.953112, 22.39911]"
2139,"Dharnawada, Rajasthan",DHR,DHARNAODA,Rajasthan,WCR,"[77.09925299999999, 24.592205]"
2140,,SZB,SARONA CABIN,,,"[81.5736163281, 21.2532719083]"
2141,"National Highway 22, Punjab",DHPR,DAPPAR,Punjab,NR,"[76.8075098584, 30.5176409515]"
2142,,R,RAIPUR JN,,,"[81.629328, 21.256462000000003]"
2143,,WRC,W R S COLONY PH,,,"[81.639183, 21.277967999999998]"
2144,,URK,URKURA,,,"[81.644569, 21.289034]"
2145,"NH 77, Bihar",DUMR,Dumra,Bihar,ECR,"[85.533639, 26.576993]"
2146,"Disa, Gujarat",DISA,DISA,Gujarat,WR,"[72.1796003, 24.237125199999998]"
2147,"Cherukawada, Andhra Pradesh",CKV,CHERUKUVADA,Andhra Pradesh,SCR,"[81.42156278, 16.589671590000002]"
2148,,LKO,LUCKNOW,,,"[80.925291, 26.830675]"
2149,"Shyama Prasad Mukherji Marg, Delhi NCT",DLI,OLD DELHI,Delhi NCT,NR,"[77.228356, 28.661815999999998]"
2150,,MDH,MANDHAR,,,"[81.704606, 21.33807]"
2151,,SLH,SILIARI,,,"[81.755534, 21.426336000000003]"
2152,,BKTH,BAIKUNTH,,,"[81.7800294, 21.4976724]"
2153,"Kasaragod district, Kerala",CHV,CHARVATTUR,Kerala,SR,"[75.15435, 12.213321]"
2154,"Kasaragod, Kerala",CDRA,CHANDERA,Kerala,SR,"[75.168292, 12.179818]"
2155,,BYL,BELHA,,,"[82.077189, 21.961973]"
2156,,PUG,PUNGGUDI,,,"[78.620151, 10.748083000000001]"
2157,,TPJ,TIRUCHIRAPPALLI,,,"[78.685355, 10.794067]"
2158,,CHBT,CHAKARBHATHA,,,"[82.112168, 22.003082]"
2159,"Diyatra, Rajasthan",DTRD,Diyatara Road,Rajasthan,?,"[72.8399187915, 27.733596247399998]"
2160,,IB,IB,,,"[83.94878100000001, 21.815777]"
2161,,KGP,KHARAGPUR JN,,,"[87.32845599999999, 22.341431999999998]"
2162,,FLR,PHULESWAR,,,"[88.11604889590001, 22.4778756365]"
2163,"Dinhata, West Bengal",DHH,Dinhata,West Bengal,NFR,"[89.5868746, 26.0707762]"
2164,"Dakshin Durgapur, West Bengal",DKDP,Dakshin Durgapur,West Bengal,ER,"[88.399338, 22.308871]"
2165,"Darjeeling, West Bengal",DJRZ,To Darjeeling,West Bengal,NFR,"[88.3332302, 26.8521353]"
2166,"Duliajan, Assam",DJG,DULIAJAN,Assam,NFR,"[95.30695200000001, 27.367712]"
2167,"A T Rd, Assam",DKM,DIKOM,Assam,NFR,"[95.0806742816, 27.4642265659]"
2168,"National Highway 34, Bihar",DHNA,Dhachna,Bihar,NFR,"[87.9869386938, 25.6464732123]"
2169,,JTIN,Jethian,,,"[85.3141277319, 24.929548151899997]"
2170,"Dharmanagar, Tripura",DMR,Dharmanagar,Tripura,NFR,"[92.16824700000001, 24.366946]"
2171,"Dhapdhapi, West Bengal",DPDP,Dhapdhapi,West Bengal,ER,"[88.459855, 22.315994]"
2172,"State Highway 23, Rajasthan",ENB,Ellenabad,Rajasthan,NWR,"[74.6579341054894, 29.44410399265112]"
2173,"Anipur Nivia Rd, Assam",DLCR,Dullabcherra,Assam,NFR,"[92.477671, 24.505297000000002]"
2174,"Devi, Madhya Pradesh",DVH,Devi Halt,Madhya Pradesh,SECR,"[78.86207, 21.706411]"
2175,"Mathaouri Rd, Assam",DGX,Dagaon,Assam,NFR,"[92.61368900000001, 26.444446]"
2176,"National Highway 65, Rajasthan",DKWA,Dokwa,Rajasthan,NWR,"[75.32336400000001, 28.579787000000003]"
2177,"Dudda, Karnataka",DUH,Dudda,Karnataka,SWR,"[76.2042468, 13.08842214]"
2178,"Dhule, Maharashtra",DHI,Dhule,Maharashtra,CR,"[74.768847, 20.887752]"
2179,"Nadia, West Bengal",DHU,Dhubulia,West Bengal,ER,"[88.441145, 23.483546]"
2180,"Mangalore - Bangalore Hwy, Karnataka",DOGL,Donigal,Karnataka,SWR,"[75.73412167570001, 12.9040478098]"
2181,"Kumbakonam, Tamil Nadu",DSM,DARASURAM,Tamil Nadu,SR,"[79.35638399999999, 10.944384000000001]"
2182,"Dewas, Madhya Pradesh",DWX,DEWAS,Madhya Pradesh,WR,"[76.051191, 22.977556]"
2183,"Dhundhara, Rajasthan",DOR,DUNDARA,Rajasthan,NWR,"[72.796892, 25.895799]"
2184,"Madhepura, Bihar",DMH,Dauram Madhepura,Bihar,ECR,"[86.782638, 25.908513]"
2185,"Dholipal, Rajasthan",DPK,Dholipal,Rajasthan,NWR,"[74.25159995444119, 29.76082671390587]"
2186,"Ajmer, Rajasthan",AHO,ADARSHNAGAR,Rajasthan,NWR,"[74.653432493, 26.411579930800002]"
2187,"Dinanagar, Punjab",DNN,Dina Nagar,Punjab,NR,"[75.467351, 32.134789]"
2188,"Darliput, Orissa",DPC,Darliput,Orissa,ECoR,"[82.74651899999999, 18.365186]"
2189,"Dwarka, Gujarat",DWK,DWARKA,Gujarat,WR,"[68.980434, 22.251023]"
2190,,RJN,RAJ NANDGAON,,,"[81.039019, 21.101186000000002]"
2191,"Madar, Rajasthan",DOZ,DAURAI,Rajasthan,NWR,"[74.619546, 26.395604000000002]"
2192,,PMS,PARMALKASA,,,"[81.09869, 21.140859000000003]"
2193,"National Highway 64, Punjab",DOC,Daun Kalan,Punjab,NR,"[76.4585689563, 30.3792190643]"
2194,"Bhilai, Chhattisgarh",MXA,MARAUDA,Chhattisgarh,SECR,"[81.35973, 21.15958]"
2195,"Uttar Pradesh, Uttar Pradesh",BQF,BARAHMUAFI,Uttar Pradesh,WCR,"[81.009932, 25.039892]"
2196,"Jabalpur, Madhya Pradesh",DOE,DEORI,Madhya Pradesh,WCR,"[80.009808, 23.298434999999998]"
2197,"State Highway 15, Madhya Pradesh",DRHI,DAGARHKERI,Madhya Pradesh,WCR,"[76.8264017633, 22.0812732116]"
2198,"Borgaon, Madhya Pradesh",DGN,DONGARGAON,Madhya Pradesh,CR,"[76.36406699999999, 21.641314]"
2199,,KBSN,KASBE-SUKENE,,,"[74.02714900000001, 20.072296]"
2200,,KW,KHERVADI,,,"[73.973978, 20.046948]"
2201,,ODHA,ODHA,,,"[73.910456, 20.01601]"
2202,,NK,NASIK ROAD,,,"[73.841897, 19.947627]"
2203,,LT,LAHAVIT,,,"[73.815119, 19.852905]"
2204,,KJMG,KANJUR MARG,,,"[72.928041, 19.128181]"
2205,,GC,GHATKOPAR,,,"[72.908591, 19.085984999999997]"
2206,,LTT,LOKMANYA TILAK TERM,,,"[72.89173899999999, 19.070320000000002]"
2207,"Debari, Rajasthan",DRB,Debari,Rajasthan,NWR,"[73.805352, 24.606987]"
2208,"Fakharpur, Uttar Pradesh",FAP,FAKHARPUR HALT,Uttar Pradesh,NR,"[77.293521, 28.846965]"
2209,"Circular Rd, Delhi NCT",DSA,DELHI SHAHDARA,Delhi NCT,NR,"[77.293154, 28.673098]"
2210,"Ghazipur, Uttar Pradesh",GZT,GHAZIPUR GHAT,Uttar Pradesh,NER,"[83.60480199999999, 25.600279999999998]"
2211,"Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street), Tamil Nadu",PGN,PERUGAMANI,Tamil Nadu,SR,"[78.54751, 10.889271]"
2212,"Dimapur, Nagaland",DMV,DIMAPUR,Nagaland,NFR,"[93.72781599999999, 25.905701999999998]"
2213,"National Highway 4A, Karnataka",DWF,DUDH SAGAR WATER FALLS,Karnataka,SWR,"[74.31403358, 15.31333714]"
2214,"Phursungi, Maharashtra",FSG,PHURSUNGI,Maharashtra,CR,"[74.026016, 18.455828999999998]"
2215,"Fulia, West Bengal",FLU,Phulia,West Bengal,ER,"[88.49634, 23.229896999999998]"
2216,"Nurda, Jharkhand",DPS,Dangoaposi,Jharkhand,SER,"[85.59273, 22.167964]"
2217,"Haldia, West Bengal",DZKT,Durga Chak Town,West Bengal,SER,"[88.136032, 22.066831]"
2218,"Mumbai, Maharashtra",EPR,Mumbai Elphinstone Road,Maharashtra,WR,"[72.835426, 19.00694]"
2219,"Eraligu, Assam",ELL,Eraligu,Assam,NFR,"[92.33263099999999, 24.665398]"
2220,,DLN,DILDARNAGAR JN,,,"[83.668324, 25.419424]"
2221,"Daniawan, Bihar",DNWH,Daniyawan Bazar Halt,Bihar,?,"[85.2908951074, 25.4345036206]"
2222,"St Ravidas Nagar, Uttar Pradesh",AHM,AHIMANPUR,Uttar Pradesh,NER,"[82.511544, 25.252404]"
2223,"Falna, Rajasthan",FA,FALNA,Rajasthan,NWR,"[73.23495299999999, 25.235808]"
2224,"State Highway 20, Punjab",DODH,Dodh,Punjab,NR,"[74.52193700000001, 30.841607]"
2225,"Allahabad, Uttar Pradesh",DRGJ,DARAGANJ,Uttar Pradesh,NER,"[81.87998999999999, 25.44265]"
2226,"Dhanera, Gujarat",DQN,Dhanera,Gujarat,NWR,"[72.032364, 24.506528]"
2227,"Dumka, Jharkhand",DUMK,Dumka,Jharkhand,ER,"[87.254975, 24.289527]"
2228,,SRGM,SRIRANGAM,,,"[78.696348, 10.857918]"
2229,,GOC,PONMALAI GOLDEN ROCK,,,"[78.709755, 10.791837]"
2230,"Haldia, West Bengal",DZK,Durgachak,West Bengal,SER,"[88.15527399999999, 22.082011]"
2231,,TPTN,TIRUCHIRAPALI TOWN,,,"[78.702834, 10.829084]"
2232,,UKV,UTTAMARKOVIL,,,"[78.702346, 10.877948]"
2233,,BXS,PICHCHANDARKOVL,,,"[78.720236, 10.881112]"
2234,,VLDE,VALADI,,,"[78.757917, 10.872869000000001]"
2235,,MAND,MANDURAI,,,"[78.78619599999999, 10.873068]"
2236,,LLI,LALGUDI,,,"[78.813672, 10.875733]"
2237,,KTTR,KATTUR,,,"[78.855173, 10.895833999999999]"
2238,,PMB,PULLAMBADI,,,"[78.91757299999999, 10.940214]"
2239,,KKPM,KALLAKKUDI PLGH,,,"[78.948759, 10.966118999999999]"
2240,,KLGM,KALLAGAM,,,"[79.00542629819999, 11.0256145326]"
2241,,SLTH,SILLAKKUDI,,,"[79.0368619916, 11.095633418]"
2242,,ALU,ARIYALUR,,,"[79.06831799999999, 11.150035]"
2243,,OTK,OTTAKOVIL,,,"[79.109674, 11.222726000000002]"
2244,,VER,VELLUR HALT,,,"[79.13844999999999, 11.242453000000001]"
2245,,SNDI,SENDURAI,,,"[79.168778, 11.256461999999999]"
2246,,MTUR,MATHUR,,,"[79.20580299999999, 11.318107]"
2247,,ICG,ICHCHANGADU,,,"[79.2197551199, 11.371003803499999]"
2248,,PNDM,PENNADAM,,,"[79.219978, 11.397962999999999]"
2249,,TLNR,TALANALLUR,,,"[79.24125000000001, 11.436374]"
2250,,VRT,VRIDDHACHALM TN,,,"[79.279462, 11.482273000000001]"
2251,"Krishna, Andhra Pradesh",DPD,DOSAPADU,Andhra Pradesh,SCR,"[80.938771, 16.468806999999998]"
2252,"MDR 18, Rajasthan",GAMI,Gogameri,Rajasthan,NWR,"[75.03507563844323, 29.160244032368652]"
2253,"MSH3, Maharashtra",GANI,GHARNI,Maharashtra,?,"[76.758368, 18.476969999999998]"
2254,"Nanded, Maharashtra",DVN,DEVTHANA,Maharashtra,SCR,"[77.689981, 19.274562]"
2255,"Uttar Pradesh, Uttar Pradesh",DXH,DUHAI,Uttar Pradesh,NR,"[77.480363, 28.730283]"
2256,"Dhauni, Bihar",DWLE,Dhauni,Bihar,ER,"[86.9930409827, 25.010329682000002]"
2257,"Dhuri, Punjab",DUI,DHURI JN,Punjab,NR,"[75.86660300000001, 30.372740999999998]"
2258,"Fatehpur, Rajasthan",FPS,Fatehpur Shekhawati,Rajasthan,NWR,"[74.971043, 28.000728000000002]"
2259,"Sultanpur, Uttar Pradesh",DWJ,DWARKAGANJ,Uttar Pradesh,NR,"[82.109076, 26.316418]"
2260,,DI,DOMBIVILI,,,"[73.0869, 19.218218]"
2261,,VK,VIKHROLI,,,"[72.928312, 19.11196]"
2262,,VVH,VIDYAVIHAR,,,"[72.897181, 19.079258]"
2263,"Thane, Maharashtra",VGN,VANGAON,Maharashtra,WR,"[72.76318500000001, 19.882845]"
2264,"Ekangar Sarai, Bihar",EKR,Ekangarsarai,Bihar,ECR,"[85.2322638, 25.2224815]"
2265,"Gurgaon, Haryana",GGN,GURGAON,Haryana,NR,"[77.010739, 28.489165]"
2266,"Bareta, Punjab",DTW,DATEWAS,Punjab,NR,"[75.616682, 29.893255]"
2267,"Kolkata, West Bengal",NAI,Nangi,West Bengal,ER,"[88.223984, 22.500255999999997]"
2268,"Gurgaon, Haryana",FN,Farukhnagar,Haryana,NR,"[76.828486, 28.467066]"
2269,"Gondal, Gujarat",GDL,GONDAL,Gujarat,WR,"[70.79558800000001, 21.972471]"
2270,"Pashchim Champaran, Bihar",GAH,Gawnaha,Bihar,ECR,"[84.52017599999999, 27.269838999999997]"
2271,"State Highway 14, Rajasthan",GAL,GHATLA,Rajasthan,NWR,"[76.628452, 27.731813000000002]"
2272,"Dist. Kachchh, Gujarat",AI,ADIPUR,Gujarat,WR,"[70.0786586, 23.077052700000003]"
2273,"Mumbai, Maharashtra",CHG,MUMBAI CHINCHPOKLI,Maharashtra,CR,"[72.832659, 18.986789]"
2274,"Dantewada, Chhattisgarh",DWZ,Dantewara,Chhattisgarh,ECoR,"[81.35453600000001, 18.907733]"
2275,"State Highway 17, Gujarat",DXR,DIGSAR,Gujarat,WR,"[71.499375, 22.712403000000002]"
2276,"Indore, Madhya Pradesh",FTD,Fatehabad Chowk Junction,Madhya Pradesh,WR,"[75.673338, 23.009106]"
2277,"Tumna Rd, Haryana",DZB,Dahina Zainabad,Haryana,NWR,"[76.39169434200001, 28.291078574500002]"
2278,"Tirumalpur, Tamil Nadu",TMLP,TIRUMALPUR,Tamil Nadu,SR,"[79.67348799999999, 12.956333]"
2279,"Kanchipuram, Tamil Nadu",CJE,KANCHIPURAM EAST,Tamil Nadu,SR,"[79.7120436792, 12.841137186300001]"
2280,"Dubrajpur, West Bengal",DUJ,DUBRAJPUR,West Bengal,ER,"[87.378973, 23.803358]"
2281,"Digaru, Assam",DGU,DIGARU,Assam,NFR,"[91.977861, 26.173306]"
2282,"National Highway 37, Assam",BRHU,BARAHU,Assam,NFR,"[92.1395124182, 26.1204333815]"
2283,"Dharamtul, Assam",DML,DHARAMTUL,Assam,NFR,"[92.36716, 26.189127]"
2284,"National Highway 29, Uttar Pradesh",BHGP,Bhagirathpur,Uttar Pradesh,NER,"[83.38771, 27.326628]"
2285,"Hojai Rd, Assam",DHRY,DHALPUKHURI,Assam,NFR,"[92.880626, 25.981050999999997]"
2286,"Lumding, Assam",BRLF,BAR LANGFER S,Assam,NFR,"[93.225136, 25.755626]"
2287,"National Highway 61, Assam",SLX,SELENG HAT,Assam,NFR,"[94.4827626898, 26.783438032899998]"
2288,"Dibrugarh, Assam",DBRG,DIBRUGARH,Assam,NFR,"[94.93525791020001, 27.463606565899997]"
2289,,DIL,DILAWARNAGAR,,,"[80.6674744, 26.9601891]"
2290,"National Highway 29, Uttar Pradesh",NDJ,NANDGANJ,Uttar Pradesh,NER,"[83.396867, 25.54457]"
2291,"Diyuri, Uttar Pradesh",DYU,DIYURI,Uttar Pradesh,NER,"[79.87601000000001, 28.603253]"
2292,"Jammu Cantt, Jammu and Kashmir",JAT,JAMMU TAWI,Jammu and Kashmir,NR,"[74.880117, 32.706975]"
2293,"District Kangra Pin- 176402, Himachal Pradesh",KNDI,KANDRORI,Himachal Pradesh,NR,"[75.668807, 32.184403]"
2294,"National Highway 24B, Uttar Pradesh",DYP,Daryapur,Uttar Pradesh,NR,"[81.248588, 26.182799]"
2295,"MDR 105, Punjab",BMK,BIRANG KHERA,Punjab,NWR,"[74.63586428650001, 29.9125697133]"
2296,"Bikaner, Rajasthan",DHRR,DHIRERA,Rajasthan,NWR,"[73.616355, 28.363519]"
2297,"Chitbaragaon, Uttar Pradesh",CBN,CHIT BARAGAON,Uttar Pradesh,NER,"[84.00154, 25.744108999999998]"
2298,,CPR,CHHAPRA,,,"[84.725004, 25.788320000000002]"
2299,,DRI,DUMRI JUARA,,,"[84.869395, 25.748425]"
2300,,SEE,SONPUR JN,,,"[85.16685100000001, 25.696849]"
2301,"Aunrihar, Uttar Pradesh",FRDH,Faridaha Halt,Uttar Pradesh,NER,"[83.12602199999999, 25.557959]"
2302,"Kalol, Gujarat",KLL,KALOL JN,Gujarat,WR,"[72.50363, 23.244576000000002]"
2303,"Jagudan, Gujarat",DNW,DANGARWA,Gujarat,WR,"[72.44125299999999, 23.401485]"
